Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID,Publication Date
428,380.0,54,297,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Hosting Services,Lenovo,United States,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,North America,50171,179724,06/2021
429,381.0,51,122,NA5,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179327,06/2021
430,382.0,51,123,NA4,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179328,06/2021
431,383.0,51,124,NA3,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179329,06/2021
432,384.0,51,125,NA2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179330,06/2021
433,385.0,51,126,NA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179331,06/2021
434,386.0,51,127,IA4,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179332,06/2021
435,387.0,51,128,IA3,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179333,06/2021
436,388.0,51,129,IA2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179334,06/2021
437,389.0,51,130,IA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179335,06/2021
438,390.0,52,176,SB3,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,50758,179447,06/2021
439,391.0,52,177,SB2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,50758,179448,06/2021
440,392.0,52,178,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179453,06/2021
441,393.0,52,179,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179456,06/2021
442,394.0,52,180,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179457,06/2021
443,395.0,52,181,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179458,06/2021
444,396.0,52,182,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179459,06/2021
445,397.0,52,183,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179460,06/2021
446,398.0,52,184,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179461,06/2021
447,399.0,52,185,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179462,06/2021
448,400.0,53,240,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,50758,179617,06/2021
449,401.0,53,241,NA12,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179618,06/2021
450,402.0,53,242,NA11,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179619,06/2021
451,403.0,53,243,NA10,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179620,06/2021
452,404.0,53,244,NA9,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179621,06/2021
453,405.0,53,245,NA8,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179622,06/2021
454,406.0,53,246,NA7,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179623,06/2021
455,407.0,53,247,IA13,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50502,179624,06/2021
456,408.0,53,248,HKA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Hong Kong,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,50504,179627,06/2021
457,409.0,53,249,NA6,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,50503,179632,06/2021
458,410.0,53,250,SB5,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2018,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,50758,179638,06/2021
459,411.0,54,328,IA14,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Ireland,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,50502,179709,06/2021
460,412.0,54,329,NA15,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,50503,179710,06/2021
461,413.0,54,330,J2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Japan,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,50772,179711,06/2021
462,414.0,54,331,NA14,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,50503,179712,06/2021
463,415.0,54,332,NA13,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,50503,179716,06/2021
464,416.0,54,333,NY A2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Norway,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,50814,179717,06/2021
465,417.0,54,334,NY A1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Norway,2019,Industry,57600,,1649.11,2119.68,8586432.0,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,50814,179718,06/2021
466,418.0,54,335,,"Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Service U,Inspur,China,2018,Others,40320,38400.0,1646.0,3520.512,1284000.0,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Inspur TS10000,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50777,179794,06/2021
467,419.0,56,419,Cumulus-Cascadelake,"PowerEdge C6420, CRC-StackHPC,Xeon Platinum 8276 28C 2.2GHz, Mellanox InfiniBand HDR100",University of Cambridge,Dell EMC,United Kingdom,2020,Academic,37632,,1644.36,2649.29,3619200.0,,,,,,,Cluster,Xeon Platinum 8276 28C 2.2GHz,Intel Cascade lake,2200,CentOS Scientific-OpenStack,Linux,,28,Xeon Platinum 82xx (Cascade Lake),PowerEdge C6420,Dell PowerEdge Cluster,Infiniband,Mellanox InfiniBand HDR100,Europe,49143,179909,06/2021
468,420.0,53,251,,"INSPUR NF5288M5, Xeon Gold 6133 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Network Company,Inspur,China,2019,Industry,43520,40960.0,1643.0,3788.8,1326000.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50177,179613,06/2021
469,421.0,54,337,,"INSPUR NF5288M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Company,Inspur,China,2019,Industry,42752,40960.0,1643.0,3766.374,1326000.0,,,,,,,Cluster,Xeon Gold 6132 14C 2.6GHz,Intel Skylake,2600,Linux,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50707,179799,06/2021
470,422.0,54,338,,"INSPUR NF5288M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Company,Inspur,China,2019,Industry,42752,40960.0,1643.0,3766.374,1326000.0,,,,,,,Cluster,Xeon Gold 6132 14C 2.6GHz,Intel Skylake,2600,Linux,Linux,NVIDIA Tesla V100,14,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50707,179800,06/2021
471,423.0,42,20,ARCHER,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ",EPSRC/University of Edinburgh,Cray/HPE,United Kingdom,2014,Research,118080,,1642.536,2550.528,,,80.792,3306.24,Submitted,0.4967987805,,MPP,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Cray Linux Environment ,Linux,,12,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Europe,50487,178188,06/2021
472,424.0,52,187,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,38400,,1639.3,3072.0,4293312.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179475,06/2021
473,425.0,46,42,Surge,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",NOAA,Cray/HPE,United States,2015,Research,48960,,1635.02,2036.736,3950400.0,,,956.25,Submitted,1.709824837,,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,48437,178613,06/2021
474,426.0,46,43,Luna,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",NOAA,Cray/HPE,United States,2015,Research,48960,,1635.02,2036.736,3950400.0,,,956.25,Submitted,1.709824837,,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,48437,178614,06/2021
475,427.0,52,190,Cedar-2,"PowerEdge C6320/C6420, Xeon E5-2683 v4  16C 2.1GHz/Xeon Platinum 8160, Intel Omni-Path",Simon Fraser University/Compute Canada,Dell EMC,Canada,2018,Academic,55296,,1632.96,3715.8912,4030464.0,,,601.0,Submitted,2.717071547,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,,16,Intel Xeon E5 (Broadwell),PowerEdge C6320,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,50722,179600,06/2021
476,428.0,52,191,,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,32144,26240.0,1630.13,2637.71,1774464.0,,,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,50774,179497,06/2021
477,429.0,56,429,Bell,"PowerEdge C6525, AMD EPYC 7662 64C 2GHz, Mellanox InfiniBand HDR100",Purdue University,Dell EMC,United States,2020,Academic,59520,,1623.7,1904.64,3532704.0,1999872.0,,314.6,Submitted,5.161157025,,Cluster,AMD EPYC 7662 64C 2GHz,AMD Zen-2 (Rome),2000,CentOS,Linux,,64,AMD Rome,PowerEdge C6525,Dell PowerEdge Cluster,Infiniband,Mellanox InfiniBand HDR100,North America,48657,179879,06/2021
478,430.0,52,192,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,37600,,1608.22,3008.0,4248384.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179476,06/2021
479,431.0,54,347,Ogbon Cimatec/Petrobras,"Bull Sequana X1000, Xeon Gold 6240 18C 2.6GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",SENAI CIMATEC,Atos,Brazil,2019,Research,27768,24960.0,1605.0,2323.277,1142592.0,,6.98487,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,bullx SCS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold 62xx (Cascade Lake),BullSequana X1000,BullSequana,Infiniband,Mellanox InfiniBand EDR,South America,50537,179703,06/2021
480,432.0,51,266,Internet Company T X2,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,86800,,1603.23,3333.12,6299136.0,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,50329,179359,06/2021
481,433.0,50,83,HOKUSAI BigWaterfall	,"PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR","Information Systems Division, RIKEN",Fujitsu,Japan,2017,Research,33600,,1601.0,2580.48,2741752.0,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,,20,Xeon Gold,PRIMERGY CX2550 M4,Fujitsu PRIMERGY,Infiniband,Infiniband EDR,Asia,50734,179172,06/2021
482,434.0,52,195,U3,"ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2018,Government,31360,25600.0,1593.03,2573.376,1752768.0,,,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,50774,179547,06/2021
483,435.0,53,262,,"Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet",Internet Company,Sugon,China,2019,Industry,48000,,1590.0,3225.6,4307000.0,,,530.0,Submitted,3.0,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50743,179669,06/2021
484,436.0,42,18,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",IBM Development Engineering,IBM,United States,2013,Vendor,62944,,1587.0,1931.625,,,,3575.63,Submitted,0.4438378691,,MPP,POWER7 8C 3.84GHz,Power,3836,Linux,Linux,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,50515,178322,06/2021
485,437.0,53,264,Cygnus,"NEC LX Cluster, Xeon Gold 6126 12C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR100","Center for Computational Sciences, University of Tsukuba",NEC,Japan,2019,Academic,27520,25600.0,1582.0,2399.744,1171968.0,,,,,,,Cluster,Xeon Gold 6126 12C 2.6GHz,Intel Skylake,2600,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,NEC LX Cluster,NEC Cluster,Infiniband,InfiniBand HDR 100,Asia,47529,179688,06/2021
486,438.0,52,197,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,36800,,1579.98,2944.0,4202880.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179477,06/2021
